"시군구명","월","분류","성별","연령대","매출건수","매출금액합계","데이터기준일"
"거제시","3","유통","여성","10이하","1684","7951940","20240101"
"거제시","3","유통","여성","20대","8011","92930960","20240101"
"거제시","3","유통","여성","30대","16561","277462770","20240101"
"거제시","3","유통","여성","40대","23771","494134620","20240101"
"거제시","3","유통","여성","50대","16149","361011740","20240101"
"거제시","3","유통","여성","60대","7313","198843900","20240101"
"거제시","3","유통","여성","70대이상","960","24555110","20240101"
"거제시","3","유흥","남성","10이하","148","767000","20240101"
"거제시","3","유흥","남성","20대","955","9901400","20240101"
"거제시","3","유흥","남성","30대","246","17755000","20240101"
"거제시","3","유흥","남성","40대","516","75194700","20240101"
"거제시","3","유흥","남성","50대","543","77603800","20240101"
"거제시","3","유흥","남성","60대","109","11394000","20240101"
"거제시","3","유흥","남성","70대이상","3","680000","20240101"
"거제시","3","유흥","여성","10이하","127","476000","20240101"
"거제시","3","유흥","여성","20대","196","2635200","20240101"
"거제시","3","유흥","여성","30대","25","2228600","20240101"
"거제시","3","유흥","여성","40대","40","1158500","20240101"
"거제시","3","유흥","여성","50대","15","229000","20240101"
"거제시","3","의료/미용","남성","10이하","33","355100","20240101"
"거제시","3","의료/미용","남성","20대","2197","59307758","20240101"
"거제시","3","의료/미용","남성","30대","7886","196507008","20240101"
"거제시","3","의료/미용","남성","40대","16081","459763984","20240101"
"거제시","3","의료/미용","남성","50대","11753","461991913","20240101"
"거제시","3","의료/미용","남성","60대","7186","260100619","20240101"
"거제시","3","의료/미용","남성","70대이상","1712","69076325","20240101"
"거제시","3","의료/미용","여성","10이하","25","650740","20240101"
"거제시","3","의료/미용","여성","20대","1431","38408948","20240101"
"거제시","3","의료/미용","여성","30대","5363","135996242","20240101"
"거제시","3","의료/미용","여성","40대","6675","220305992","20240101"
"거제시","3","의료/미용","여성","50대","5201","221370219","20240101"
"거제시","3","의료/미용","여성","60대","3026","114668081","20240101"
"거제시","3","의료/미용","여성","70대이상","549","27515652","20240101"
"거제시","3","의생활","남성","20대","35","2802300","20240101"
"거제시","3","의생활","남성","30대","48","3020600","20240101"
"거제시","3","의생활","남성","40대","351","29050180","20240101"
"거제시","3","의생활","남성","50대","191","17748250","20240101"
"거제시","3","의생활","남성","60대","55","3687530","20240101"
"거제시","3","의생활","남성","70대이상","6","181700","20240101"
"거제시","3","의생활","여성","10이하","16","329300","20240101"
"거제시","3","의생활","여성","20대","94","3599100","20240101"
"거제시","3","의생활","여성","30대","122","5374150","20240101"
"거제시","3","의생활","여성","40대","326","22832180","20240101"
"거제시","3","의생활","여성","50대","273","23530350","20240101"
"거제시","3","의생활","여성","60대","136","13127050","20240101"
"거제시","3","자동차","남성","20대","1757","57417667","20240101"
"거제시","3","자동차","남성","30대","5224","182016377","20240101"
"거제시","3","자동차","남성","40대","10249","435863613","20240101"
"거제시","3","자동차","남성","50대","7985","381678757","20240101"
"거제시","3","자동차","남성","60대","4310","224813349","20240101"
"거제시","3","자동차","남성","70대이상","657","33618212","20240101"
"거제시","3","자동차","여성","20대","619","17640858","20240101"
"거제시","3","자동차","여성","30대","2316","65052751","20240101"
"거제시","3","자동차","여성","40대","3238","104023023","20240101"
"거제시","3","자동차","여성","50대","2143","90478896","20240101"
"거제시","3","자동차","여성","60대","899","40969001","20240101"
"거제시","3","자동차","여성","70대이상","120","5509709","20240101"
"거제시","3","주거생활","남성","20대","12","163550","20240101"
"거제시","3","주거생활","남성","30대","76","9361230","20240101"
"거제시","3","주거생활","남성","40대","246","5168810","20240101"
"거제시","3","주거생활","남성","50대","439","14795600","20240101"
"거제시","3","주거생활","남성","60대","482","11782780","20240101"
"거제시","3","주거생활","남성","70대이상","70","2497000","20240101"
"거제시","3","주거생활","여성","30대","30","2414700","20240101"
"거제시","3","주거생활","여성","40대","9","943700","20240101"
"거제시","3","주거생활","여성","50대","27","573050","20240101"
"거제시","3","주거생활","여성","60대","16","886500","20240101"
"거제시","4","교육","남성","10이하","17","71150","20240101"
"거제시","4","교육","남성","20대","58","811150","20240101"
"거제시","4","교육","남성","30대","951","20664180","20240101"
"거제시","4","교육","남성","40대","3369","117887535","20240101"
"거제시","4","교육","남성","50대","288","11587550","20240101"
"거제시","4","교육","남성","60대","40","413100","20240101"
"거제시","4","교육","남성","70대이상","4","99450","20240101"
"거제시","4","교육","여성","10이하","81","568500","20240101"
"거제시","4","교육","여성","20대","107","1987240","20240101"
"거제시","4","교육","여성","30대","986","20838590","20240101"
"거제시","4","교육","여성","40대","1913","53860730","20240101"
"거제시","4","교육","여성","50대","92","1602130","20240101"
"거제시","4","교육","여성","60대","16","291700","20240101"
"거제시","4","기타","남성","20대","33","679070","20240101"
"거제시","4","기타","남성","30대","244","10236766","20240101"
"거제시","4","기타","남성","40대","542","16685700","20240101"
"거제시","4","기타","남성","50대","381","12932663","20240101"
"거제시","4","기타","남성","60대","158","3902440","20240101"
"거제시","4","기타","남성","70대이상","16","389350","20240101"
"거제시","4","기타","여성","20대","30","1419220","20240101"
"거제시","4","기타","여성","30대","198","24743492","20240101"
"거제시","4","기타","여성","40대","249","16063884","20240101"
"거제시","4","기타","여성","50대","245","8910230","20240101"
"거제시","4","기타","여성","60대","100","3978540","20240101"
"거제시","4","기타","여성","70대이상","6","130530","20240101"
"거제시","4","내구재","남성","20대","79","4574610","20240101"
"거제시","4","내구재","남성","30대","194","1621470","20240101"
"거제시","4","내구재","남성","40대","414","4293600","20240101"
"거제시","4","내구재","남성","50대","247","3346910","20240101"
"거제시","4","내구재","남성","60대","68","2068200","20240101"
"거제시","4","내구재","여성","20대","41","318300","20240101"
"거제시","4","내구재","여성","30대","124","1304380","20240101"
"거제시","4","내구재","여성","40대","137","1470650","20240101"
"거제시","4","내구재","여성","50대","70","1151400","20240101"
"거제시","4","내구재","여성","60대","32","898580","20240101"
"거제시","4","내구재","여성","70대이상","10","22800","20240101"
"거제시","4","레포츠/문화/취미","남성","10이하","941","3920070","20240101"
"거제시","4","레포츠/문화/취미","남성","20대","7607","48206000","20240101"
"거제시","4","레포츠/문화/취미","남성","30대","2115","29389970","20240101"
"거제시","4","레포츠/문화/취미","남성","40대","3072","87060505","20240101"
"거제시","4","레포츠/문화/취미","남성","50대","2269","89263856","20240101"
"거제시","4","레포츠/문화/취미","남성","60대","732","41183550","20240101"
"거제시","4","레포츠/문화/취미","남성","70대이상","44","3009800","20240101"
"거제시","4","레포츠/문화/취미","여성","10이하","68","292550","20240101"
"거제시","4","레포츠/문화/취미","여성","20대","329","3570250","20240101"
"거제시","4","레포츠/문화/취미","여성","30대","403","14071380","20240101"
"거제시","4","레포츠/문화/취미","여성","40대","623","25411785","20240101"
"거제시","4","레포츠/문화/취미","여성","50대","520","32758250","20240101"
"거제시","4","레포츠/문화/취미","여성","60대","178","17431035","20240101"
"거제시","4","레포츠/문화/취미","여성","70대이상","10","1059500","20240101"
"거제시","4","서비스","남성","10이하","65","375000","20240101"
"거제시","4","서비스","남성","20대","483","1537800","20240101"
"거제시","4","서비스","남성","30대","156","5217630","20240101"
"거제시","4","서비스","남성","40대","493","19913040","20240101"
"거제시","4","서비스","남성","50대","254","8772870","20240101"
"거제시","4","서비스","남성","60대","28","1349150","20240101"
"거제시","4","서비스","남성","70대이상","3","8000","20240101"
"거제시","4","서비스","여성","10이하","39","212019","20240101"
"거제시","4","서비스","여성","20대","75","575700","20240101"
"거제시","4","서비스","여성","30대","64","930500","20240101"
"거제시","4","서비스","여성","40대","151","4402610","20240101"
"거제시","4","서비스","여성","50대","48","1296050","20240101"
"거제시","4","서비스","여성","60대","5","272000","20240101"
"거제시","4","서비스","여성","70대이상","6","8500","20240101"
"거제시","4","식생활","남성","10이하","687","5886190","20240101"
"거제시","4","식생활","남성","20대","15301","333719353","20240101"
"거제시","4","식생활","남성","30대","25473","651702178","20240101"
"거제시","4","식생활","남성","40대","45368","1279406485","20240101"
"거제시","4","식생활","남성","50대","32254","1018137879","20240101"
"거제시","4","식생활","남성","60대","11898","405922621","20240101"
"거제시","4","식생활","남성","70대이상","1252","46301790","20240101"
"거제시","4","식생활","여성","10이하","767","6130297","20240101"
"거제시","4","식생활","여성","20대","7062","144154042","20240101"
"거제시","4","식생활","여성","30대","14653","301632803","20240101"
"거제시","4","식생활","여성","40대","19518","423419128","20240101"
"거제시","4","식생활","여성","50대","12374","337461660","20240101"
"거제시","4","식생활","여성","60대","3831","124829345","20240101"
"거제시","4","식생활","여성","70대이상","391","13215520","20240101"
"거제시","4","여행","남성","10이하","4","23300","20240101"
"거제시","4","여행","남성","20대","145","8289085","20240101"
"거제시","4","여행","남성","30대","1777","91914294","20240101"
"거제시","4","여행","남성","40대","2083","113402076","20240101"
"거제시","4","여행","남성","50대","548","67427530","20240101"
"거제시","4","여행","남성","60대","206","19334430","20240101"
"거제시","4","여행","남성","70대이상","55","5203700","20240101"
"거제시","4","여행","여성","20대","143","7430900","20240101"
"거제시","4","여행","여성","30대","1325","59831030","20240101"
"거제시","4","여행","여성","40대","1093","61266610","20240101"
"거제시","4","여행","여성","50대","283","25701130","20240101"
"거제시","4","여행","여성","60대","112","7307580","20240101"
"거제시","4","여행","여성","70대이상","30","2911800","20240101"
"거제시","4","유통","남성","10이하","2650","10471130","20240101"
"거제시","4","유통","남성","20대","27075","237056760","20240101"
"거제시","4","유통","남성","30대","39242","508753173","20240101"
"거제시","4","유통","남성","40대","65987","1061500715","20240101"
"거제시","4","유통","남성","50대","44768","764432473","20240101"
"거제시","4","유통","남성","60대","17546","332511150","20240101"
"거제시","4","유통","남성","70대이상","2541","53254630","20240101"
"거제시","4","유통","여성","10이하","1751","7520290","20240101"
"거제시","4","유통","여성","20대","7924","92233670","20240101"
"거제시","4","유통","여성","30대","16244","270363781","20240101"
"거제시","4","유통","여성","40대","23735","468783980","20240101"
"거제시","4","유통","여성","50대","15688","364164050","20240101"
"거제시","4","유통","여성","60대","6764","184146770","20240101"
"거제시","4","유통","여성","70대이상","817","19536040","20240101"
"거제시","4","유흥","남성","10이하","113","399000","20240101"
"거제시","4","유흥","남성","20대","1095","21698600","20240101"
"거제시","4","유흥","남성","30대","275","20455500","20240101"
"거제시","4","유흥","남성","40대","538","77607400","20240101"
"거제시","4","유흥","남성","50대","573","78355189","20240101"
"거제시","4","유흥","남성","60대","138","14945500","20240101"
"거제시","4","유흥","여성","10이하","151","548000","20240101"
"거제시","4","유흥","여성","20대","205","2252700","20240101"
"거제시","4","유흥","여성","30대","39","1112000","20240101"
"거제시","4","유흥","여성","40대","37","1935000","20240101"
"거제시","4","유흥","여성","50대","39","1751000","20240101"
"거제시","4","유흥","여성","60대","3","280000","20240101"
"거제시","4","의료/미용","남성","10이하","31","258495","20240101"
"거제시","4","의료/미용","남성","20대","2160","53932786","20240101"
"거제시","4","의료/미용","남성","30대","7903","191794719","20240101"
"거제시","4","의료/미용","남성","40대","16594","464435874","20240101"
"거제시","4","의료/미용","남성","50대","11182","374284401","20240101"
"거제시","4","의료/미용","남성","60대","6672","236067089","20240101"
"거제시","4","의료/미용","남성","70대이상","1492","55280974","20240101"
"거제시","4","의료/미용","여성","10이하","66","1069200","20240101"
"거제시","4","의료/미용","여성","20대","1329","38410214","20240101"
"거제시","4","의료/미용","여성","30대","5724","141861367","20240101"
"거제시","4","의료/미용","여성","40대","6871","193079018","20240101"
"거제시","4","의료/미용","여성","50대","4592","171850085","20240101"
"거제시","4","의료/미용","여성","60대","2828","105071958","20240101"
"거제시","4","의료/미용","여성","70대이상","517","22114415","20240101"
"거제시","4","의생활","남성","20대","35","2064200","20240101"
"거제시","4","의생활","남성","30대","36","1957740","20240101"
"거제시","4","의생활","남성","40대","406","31879740","20240101"
"거제시","4","의생활","남성","50대","211","18894950","20240101"
"거제시","4","의생활","남성","60대","42","3748700","20240101"
"거제시","4","의생활","남성","70대이상","3","44500","20240101"
"거제시","4","의생활","여성","10이하","19","430400","20240101"
"거제시","4","의생활","여성","20대","90","4165000","20240101"
"거제시","4","의생활","여성","30대","131","8015270","20240101"
"거제시","4","의생활","여성","40대","367","27695990","20240101"
"거제시","4","의생활","여성","50대","341","26961690","20240101"
"거제시","4","의생활","여성","60대","140","12307750","20240101"
"거제시","4","의생활","여성","70대이상","19","799300","20240101"
"거제시","4","자동차","남성","10이하","3","13848","20240101"
"거제시","4","자동차","남성","20대","1726","47882942","20240101"
"거제시","4","자동차","남성","30대","4963","177452366","20240101"
"거제시","4","자동차","남성","40대","9972","414388354","20240101"
"거제시","4","자동차","남성","50대","7795","369824325","20240101"
"거제시","4","자동차","남성","60대","4122","205975573","20240101"
"거제시","4","자동차","남성","70대이상","605","28951472","20240101"
"거제시","4","자동차","여성","20대","606","16737457","20240101"
"거제시","4","자동차","여성","30대","2245","61074741","20240101"
"거제시","4","자동차","여성","40대","3076","100169704","20240101"
"거제시","4","자동차","여성","50대","2092","83580993","20240101"
"거제시","4","자동차","여성","60대","893","39707720","20240101"
"거제시","4","자동차","여성","70대이상","82","4492621","20240101"
"거제시","4","주거생활","남성","20대","10","1268760","20240101"
"거제시","4","주거생활","남성","30대","52","898700","20240101"
"거제시","4","주거생활","남성","40대","356","7839500","20240101"
"거제시","4","주거생활","남성","50대","472","19360970","20240101"
"거제시","4","주거생활","남성","60대","321","7400400","20240101"
"거제시","4","주거생활","남성","70대이상","19","549600","20240101"
"거제시","4","주거생활","여성","30대","25","683400","20240101"
"거제시","4","주거생활","여성","40대","27","1325580","20240101"
"거제시","4","주거생활","여성","50대","31","1724600","20240101"
"거제시","4","주거생활","여성","60대","21","1272500","20240101"
"거제시","4","주거생활","여성","70대이상","3","39000","20240101"
"거제시","5","교육","남성","10이하","25","104000","20240101"
"거제시","5","교육","남성","20대","101","1178200","20240101"
"거제시","5","교육","남성","30대","970","20269370","20240101"
"거제시","5","교육","남성","40대","3154","111095700","20240101"
"거제시","5","교육","남성","50대","299","11593070","20240101"
"거제시","5","교육","남성","60대","37","506050","20240101"
"거제시","5","교육","남성","70대이상","4","51350","20240101"
"거제시","5","교육","여성","10이하","61","465150","20240101"
"거제시","5","교육","여성","20대","108","1442510","20240101"
"거제시","5","교육","여성","30대","944","18417117","20240101"
"거제시","5","교육","여성","40대","1771","51136310","20240101"
"거제시","5","교육","여성","50대","101","1771310","20240101"
"거제시","5","교육","여성","60대","33","417950","20240101"
"거제시","5","기타","남성","20대","46","1491250","20240101"
"거제시","5","기타","남성","30대","239","14198100","20240101"
"거제시","5","기타","남성","40대","650","21621660","20240101"
"거제시","5","기타","남성","50대","369","13991740","20240101"
"거제시","5","기타","남성","60대","190","6069550","20240101"
"거제시","5","기타","남성","70대이상","3","125470","20240101"
"거제시","5","기타","여성","20대","14","1449300","20240101"
"거제시","5","기타","여성","30대","179","23574910","20240101"
"거제시","5","기타","여성","40대","264","14284016","20240101"
"거제시","5","기타","여성","50대","317","14733120","20240101"
"거제시","5","기타","여성","60대","139","5380510","20240101"
"거제시","5","내구재","남성","20대","76","848740","20240101"
"거제시","5","내구재","남성","30대","171","1741230","20240101"
"거제시","5","내구재","남성","40대","425","5003090","20240101"
"거제시","5","내구재","남성","50대","280","3734170","20240101"
"거제시","5","내구재","남성","60대","108","1593760","20240101"
"거제시","5","내구재","여성","20대","28","237680","20240101"
"거제시","5","내구재","여성","30대","84","790900","20240101"
"거제시","5","내구재","여성","40대","138","24011750","20240101"
"거제시","5","내구재","여성","50대","127","19098020","20240101"
"거제시","5","내구재","여성","60대","57","2116800","20240101"
"거제시","5","내구재","여성","70대이상","6","766300","20240101"
"거제시","5","레포츠/문화/취미","남성","10이하","1211","4344350","20240101"
"거제시","5","레포츠/문화/취미","남성","20대","7766","51997100","20240101"
"거제시","5","레포츠/문화/취미","남성","30대","2493","36383700","20240101"
"거제시","5","레포츠/문화/취미","남성","40대","3210","98270730","20240101"
"거제시","5","레포츠/문화/취미","남성","50대","2417","96159796","20240101"
"거제시","5","레포츠/문화/취미","남성","60대","689","33014000","20240101"
"거제시","5","레포츠/문화/취미","남성","70대이상","46","2641100","20240101"
"거제시","5","레포츠/문화/취미","여성","10이하","144","879500","20240101"
"거제시","5","레포츠/문화/취미","여성","20대","406","6685780","20240101"
"거제시","5","레포츠/문화/취미","여성","30대","531","13864470","20240101"
"거제시","5","레포츠/문화/취미","여성","40대","791","31080150","20240101"
"거제시","5","레포츠/문화/취미","여성","50대","503","29889970","20240101"
"거제시","5","레포츠/문화/취미","여성","60대","166","11008500","20240101"
"거제시","5","레포츠/문화/취미","여성","70대이상","9","615700","20240101"
"거제시","5","서비스","남성","10이하","38","275000","20240101"
"거제시","5","서비스","남성","20대","659","3645400","20240101"
"거제시","5","서비스","남성","30대","209","4410410","20240101"
"거제시","5","서비스","남성","40대","390","17120610","20240101"
"거제시","5","서비스","남성","50대","259","8989620","20240101"
"거제시","5","서비스","남성","60대","20","615550","20240101"
"거제시","5","서비스","여성","10이하","33","276000","20240101"
"거제시","5","서비스","여성","20대","236","1689400","20240101"
"거제시","5","서비스","여성","30대","104","2915600","20240101"
"거제시","5","서비스","여성","40대","133","8753200","20240101"
"거제시","5","서비스","여성","50대","70","1923720","20240101"
"거제시","5","서비스","여성","60대","24","1026390","20240101"
"거제시","5","식생활","남성","10이하","673","6617900","20240101"
"거제시","5","식생활","남성","20대","16185","354263624","20240101"
"거제시","5","식생활","남성","30대","26444","683368121","20240101"
"거제시","5","식생활","남성","40대","46480","1332829339","20240101"
"거제시","5","식생활","남성","50대","33889","1076859097","20240101"
"거제시","5","식생활","남성","60대","12371","409383660","20240101"
"거제시","5","식생활","남성","70대이상","1345","49749441","20240101"
"거제시","5","식생활","여성","10이하","904","7554210","20240101"
"거제시","5","식생활","여성","20대","7525","153766660","20240101"
"거제시","5","식생활","여성","30대","16010","325933493","20240101"
"거제시","5","식생활","여성","40대","21323","478794044","20240101"
"거제시","5","식생활","여성","50대","13134","353871385","20240101"
"거제시","5","식생활","여성","60대","3950","125923405","20240101"
"거제시","5","식생활","여성","70대이상","385","12246430","20240101"
"거제시","5","여행","남성","20대","87","4846700","20240101"
"거제시","5","여행","남성","30대","2116","114884960","20240101"
"거제시","5","여행","남성","40대","2563","151691030","20240101"
"거제시","5","여행","남성","50대","550","55130380","20240101"
"거제시","5","여행","남성","60대","168","18664920","20240101"
"거제시","5","여행","남성","70대이상","38","3186200","20240101"
"거제시","5","여행","여성","20대","152","7620070","20240101"
"거제시","5","여행","여성","30대","1415","72322900","20240101"
"거제시","5","여행","여성","40대","1496","77744360","20240101"
"거제시","5","여행","여성","50대","325","32050150","20240101"
"거제시","5","여행","여성","60대","174","11602870","20240101"
"거제시","5","여행","여성","70대이상","7","528400","20240101"
"거제시","5","유통","남성","10이하","2652","10697300","20240101"
"거제시","5","유통","남성","20대","29790","267850635","20240101"
"거제시","5","유통","남성","30대","41405","533142704","20240101"
"거제시","5","유통","남성","40대","68647","1100404080","20240101"
"거제시","5","유통","남성","50대","47487","808657386","20240101"
"거제시","5","유통","남성","60대","18709","351043525","20240101"
"거제시","5","유통","남성","70대이상","2745","61013260","20240101"
"거제시","5","유통","여성","10이하","1749","8123900","20240101"
"거제시","5","유통","여성","20대","8514","105544960","20240101"
"거제시","5","유통","여성","30대","17728","293358765","20240101"
"거제시","5","유통","여성","40대","24896","511797490","20240101"
"거제시","5","유통","여성","50대","16169","366508180","20240101"
"거제시","5","유통","여성","60대","7352","194746610","20240101"
"거제시","5","유통","여성","70대이상","847","21935080","20240101"
"거제시","5","유흥","남성","10이하","149","567000","20240101"
"거제시","5","유흥","남성","20대","1139","17346300","20240101"
"거제시","5","유흥","남성","30대","243","15163700","20240101"
"거제시","5","유흥","남성","40대","440","58038200","20240101"
"거제시","5","유흥","남성","50대","617","87636004","20240101"
"거제시","5","유흥","남성","60대","96","11957000","20240101"
"거제시","5","유흥","남성","70대이상","6","483000","20240101"
"거제시","5","유흥","여성","10이하","215","910000","20240101"
"거제시","5","유흥","여성","20대","176","3758300","20240101"
"거제시","5","유흥","여성","30대","62","2137200","20240101"
"거제시","5","유흥","여성","40대","29","2710400","20240101"
"거제시","5","유흥","여성","50대","17","392000","20240101"
"거제시","5","의료/미용","남성","10이하","31","173500","20240101"
"거제시","5","의료/미용","남성","20대","2332","62996108","20240101"
"거제시","5","의료/미용","남성","30대","7911","190028875","20240101"
"거제시","5","의료/미용","남성","40대","17439","515350529","20240101"
"거제시","5","의료/미용","남성","50대","11572","454927056","20240101"
"거제시","5","의료/미용","남성","60대","7419","309335851","20240101"
"거제시","5","의료/미용","남성","70대이상","1841","78565777","20240101"
"거제시","5","의료/미용","여성","10이하","64","1911070","20240101"
"거제시","5","의료/미용","여성","20대","1396","34870338","20240101"
"거제시","5","의료/미용","여성","30대","5717","147102835","20240101"
"거제시","5","의료/미용","여성","40대","7284","248771679","20240101"
"거제시","5","의료/미용","여성","50대","5056","179423202","20240101"
"거제시","5","의료/미용","여성","60대","2949","115788357","20240101"
"거제시","5","의료/미용","여성","70대이상","648","28336614","20240101"
"거제시","5","의생활","남성","20대","26","961600","20240101"
"거제시","5","의생활","남성","30대","80","6562200","20240101"
"거제시","5","의생활","남성","40대","398","29229530","20240101"
"거제시","5","의생활","남성","50대","202","12233150","20240101"
"거제시","5","의생활","남성","60대","85","4725800","20240101"
"거제시","5","의생활","남성","70대이상","9","571800","20240101"
"거제시","5","의생활","여성","10이하","9","188300","20240101"
"거제시","5","의생활","여성","20대","83","4139250","20240101"
"거제시","5","의생활","여성","30대","108","7018150","20240101"
"거제시","5","의생활","여성","40대","396","30173810","20240101"
"거제시","5","의생활","여성","50대","321","22148290","20240101"
"거제시","5","의생활","여성","60대","169","14262950","20240101"
"거제시","5","의생활","여성","70대이상","7","344000","20240101"
"거제시","5","자동차","남성","20대","1829","52545031","20240101"
"거제시","5","자동차","남성","30대","5208","190727995","20240101"
"거제시","5","자동차","남성","40대","10263","427983650","20240101"
"거제시","5","자동차","남성","50대","7728","359379059","20240101"
"거제시","5","자동차","남성","60대","4100","203270601","20240101"
"거제시","5","자동차","남성","70대이상","603","30226801","20240101"
"거제시","5","자동차","여성","20대","650","18700786","20240101"
"거제시","5","자동차","여성","30대","2237","66701899","20240101"
"거제시","5","자동차","여성","40대","3301","107015015","20240101"
"거제시","5","자동차","여성","50대","2153","80164589","20240101"
"거제시","5","자동차","여성","60대","846","37448959","20240101"
"거제시","5","자동차","여성","70대이상","87","3950260","20240101"
"거제시","5","주거생활","남성","20대","10","389580","20240101"
"거제시","5","주거생활","남성","30대","46","2776100","20240101"
"거제시","5","주거생활","남성","40대","268","7357750","20240101"
"거제시","5","주거생활","남성","50대","411","12690300","20240101"
"거제시","5","주거생활","남성","60대","394","8294870","20240101"
"거제시","5","주거생활","남성","70대이상","17","374000","20240101"
"거제시","5","주거생활","여성","30대","10","1526550","20240101"
"거제시","5","주거생활","여성","40대","18","1284620","20240101"
"거제시","5","주거생활","여성","50대","13","358330","20240101"
"거제시","5","주거생활","여성","60대","10","662090","20240101"
"거제시","6","교육","남성","10이하","38","192300","20240101"
"거제시","6","교육","남성","20대","92","1047800","20240101"
"거제시","6","교육","남성","30대","760","20702310","20240101"
"거제시","6","교육","남성","40대","2951","140123110","20240101"
"거제시","6","교육","남성","50대","269","11753580","20240101"
"거제시","6","교육","남성","60대","53","811550","20240101"
"거제시","6","교육","여성","10이하","58","356320","20240101"
"거제시","6","교육","여성","20대","93","1413500","20240101"
"거제시","6","교육","여성","30대","732","18011760","20240101"
"거제시","6","교육","여성","40대","1634","61822320","20240101"
"거제시","6","교육","여성","50대","67","2752970","20240101"
"거제시","6","교육","여성","60대","24","383540","20240101"
"거제시","6","교육","여성","70대이상","6","70200","20240101"
"거제시","6","기타","남성","20대","21","611230","20240101"
"거제시","6","기타","남성","30대","195","6158520","20240101"
"거제시","6","기타","남성","40대","488","15107300","20240101"
"거제시","6","기타","남성","50대","319","13538280","20240101"
"거제시","6","기타","남성","60대","200","7415170","20240101"
"거제시","6","기타","남성","70대이상","17","215990","20240101"
"거제시","6","기타","여성","20대","11","271670","20240101"
"거제시","6","기타","여성","30대","145","20006070","20240101"
"거제시","6","기타","여성","40대","265","15793776","20240101"
"거제시","6","기타","여성","50대","235","9972710","20240101"
"거제시","6","기타","여성","60대","151","5493550","20240101"
"거제시","6","기타","여성","70대이상","4","84360","20240101"
"거제시","6","내구재","남성","20대","123","1133330","20240101"
"거제시","6","내구재","남성","30대","209","2309860","20240101"
"거제시","6","내구재","남성","40대","429","5196900","20240101"
"거제시","6","내구재","남성","50대","296","3531960","20240101"
"거제시","6","내구재","남성","60대","117","1759600","20240101"
"거제시","6","내구재","남성","70대이상","9","113320","20240101"
"거제시","6","내구재","여성","20대","39","519250","20240101"
"거제시","6","내구재","여성","30대","128","1182680","20240101"
"거제시","6","내구재","여성","40대","144","1817820","20240101"
"거제시","6","내구재","여성","50대","114","1920400","20240101"
"거제시","6","내구재","여성","60대","52","2156450","20240101"
"거제시","6","내구재","여성","70대이상","3","870000","20240101"
"거제시","6","레포츠/문화/취미","남성","10이하","1250","4761640","20240101"
"거제시","6","레포츠/문화/취미","남성","20대","7710","50451400","20240101"
"거제시","6","레포츠/문화/취미","남성","30대","2266","35189725","20240101"
"거제시","6","레포츠/문화/취미","남성","40대","3265","82762620","20240101"
"거제시","6","레포츠/문화/취미","남성","50대","2415","93359412","20240101"
"거제시","6","레포츠/문화/취미","남성","60대","676","37807450","20240101"
"거제시","6","레포츠/문화/취미","남성","70대이상","28","1181400","20240101"
"거제시","6","레포츠/문화/취미","여성","10이하","74","383700","20240101"
"거제시","6","레포츠/문화/취미","여성","20대","321","4670525","20240101"
"거제시","6","레포츠/문화/취미","여성","30대","447","9127115","20240101"
"거제시","6","레포츠/문화/취미","여성","40대","607","23694250","20240101"
"거제시","6","레포츠/문화/취미","여성","50대","557","33914625","20240101"
"거제시","6","레포츠/문화/취미","여성","60대","116","8488900","20240101"
"거제시","6","레포츠/문화/취미","여성","70대이상","3","327000","20240101"
"거제시","6","서비스","남성","10이하","23","109500","20240101"
"거제시","6","서비스","남성","20대","549","1707030","20240101"
"거제시","6","서비스","남성","30대","209","7440880","20240101"
"거제시","6","서비스","남성","40대","391","23755940","20240101"
"거제시","6","서비스","남성","50대","222","13306270","20240101"
"거제시","6","서비스","남성","60대","49","2562500","20240101"
"거제시","6","서비스","여성","10이하","16","72000","20240101"
"거제시","6","서비스","여성","20대","66","626170","20240101"
"거제시","6","서비스","여성","30대","79","1974760","20240101"
"거제시","6","서비스","여성","40대","134","6858840","20240101"
"거제시","6","서비스","여성","50대","40","1845690","20240101"
"거제시","6","서비스","여성","60대","20","1207000","20240101"
"거제시","6","식생활","남성","10이하","869","7670870","20240101"
"거제시","6","식생활","남성","20대","16243","354749371","20240101"
"거제시","6","식생활","남성","30대","27067","676278176","20240101"
"거제시","6","식생활","남성","40대","47274","1287863813","20240101"
"거제시","6","식생활","남성","50대","33723","1026543086","20240101"
"거제시","6","식생활","남성","60대","12539","425595774","20240101"
"거제시","6","식생활","남성","70대이상","1338","43096130","20240101"
"거제시","6","식생활","여성","10이하","896","7558010","20240101"
"거제시","6","식생활","여성","20대","7440","152864148","20240101"
"거제시","6","식생활","여성","30대","16410","321409240","20240101"
"거제시","6","식생활","여성","40대","22560","484214200","20240101"
"거제시","6","식생활","여성","50대","12734","340536667","20240101"
"거제시","6","식생활","여성","60대","3969","126465106","20240101"
"거제시","6","식생활","여성","70대이상","378","12460480","20240101"
"거제시","6","여행","남성","10이하","3","35300","20240101"
"거제시","6","여행","남성","20대","157","6822470","20240101"
"거제시","6","여행","남성","30대","2354","121372012","20240101"
"거제시","6","여행","남성","40대","2926","182994386","20240101"
"거제시","6","여행","남성","50대","515","48353440","20240101"
"거제시","6","여행","남성","60대","211","31638980","20240101"
