"시군구명","월","분류","성별","연령대","매출건수","매출금액합계","데이터기준일"
"창원시 마산회원구","5","자동차","여성","70대이상","47","2210502","20240101"
"창원시 마산회원구","5","주거생활","남성","30대","6","186600","20240101"
"창원시 마산회원구","5","주거생활","남성","40대","12","2491290","20240101"
"창원시 마산회원구","5","주거생활","남성","50대","12","472630","20240101"
"창원시 마산회원구","5","주거생활","남성","60대","28","2102135","20240101"
"창원시 마산회원구","5","주거생활","여성","50대","3","1392447","20240101"
"창원시 마산회원구","6","교육","남성","10이하","31","253500","20240101"
"창원시 마산회원구","6","교육","남성","20대","178","2285080","20240101"
"창원시 마산회원구","6","교육","남성","30대","264","6245060","20240101"
"창원시 마산회원구","6","교육","남성","40대","908","64588585","20240101"
"창원시 마산회원구","6","교육","남성","50대","271","19109670","20240101"
"창원시 마산회원구","6","교육","남성","60대","91","1144690","20240101"
"창원시 마산회원구","6","교육","남성","70대이상","24","271920","20240101"
"창원시 마산회원구","6","교육","여성","10이하","36","111310","20240101"
"창원시 마산회원구","6","교육","여성","20대","188","1826590","20240101"
"창원시 마산회원구","6","교육","여성","30대","389","9946340","20240101"
"창원시 마산회원구","6","교육","여성","40대","873","60592160","20240101"
"창원시 마산회원구","6","교육","여성","50대","136","4516690","20240101"
"창원시 마산회원구","6","교육","여성","60대","114","1074680","20240101"
"창원시 마산회원구","6","교육","여성","70대이상","14","158860","20240101"
"창원시 마산회원구","6","기타","남성","10이하","251","442320","20240101"
"창원시 마산회원구","6","기타","남성","20대","556","3794530","20240101"
"창원시 마산회원구","6","기타","남성","30대","261","2172160","20240101"
"창원시 마산회원구","6","기타","남성","40대","442","1722888","20240101"
"창원시 마산회원구","6","기타","남성","50대","292","2316460","20240101"
"창원시 마산회원구","6","기타","남성","60대","73","712950","20240101"
"창원시 마산회원구","6","기타","남성","70대이상","33","535580","20240101"
"창원시 마산회원구","6","기타","여성","10이하","329","554310","20240101"
"창원시 마산회원구","6","기타","여성","20대","136","1604670","20240101"
"창원시 마산회원구","6","기타","여성","30대","116","8255110","20240101"
"창원시 마산회원구","6","기타","여성","40대","177","7888760","20240101"
"창원시 마산회원구","6","기타","여성","50대","159","1723590","20240101"
"창원시 마산회원구","6","기타","여성","60대","125","1630340","20240101"
"창원시 마산회원구","6","기타","여성","70대이상","39","598420","20240101"
"창원시 마산회원구","6","내구재","남성","20대","28","26550","20240101"
"창원시 마산회원구","6","내구재","남성","30대","11","147250","20240101"
"창원시 마산회원구","6","내구재","남성","40대","20","314370","20240101"
"창원시 마산회원구","6","내구재","남성","50대","53","2250530","20240101"
"창원시 마산회원구","6","내구재","남성","60대","20","249210","20240101"
"창원시 마산회원구","6","내구재","여성","20대","17","7700","20240101"
"창원시 마산회원구","6","내구재","여성","30대","11","525800","20240101"
"창원시 마산회원구","6","내구재","여성","40대","25","430450","20240101"
"창원시 마산회원구","6","내구재","여성","50대","23","2062700","20240101"
"창원시 마산회원구","6","내구재","여성","60대","41","4820940","20240101"
"창원시 마산회원구","6","내구재","여성","70대이상","3","286000","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","남성","10이하","709","3214700","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","남성","20대","8809","68670830","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","남성","30대","1460","19524170","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","남성","40대","893","18733500","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","남성","50대","522","13476100","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","남성","60대","94","4276500","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","남성","70대이상","12","727200","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","여성","10이하","68","396800","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","여성","20대","813","13291890","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","여성","30대","477","8728310","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","여성","40대","541","11147050","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","여성","50대","224","7768700","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","여성","60대","45","3216800","20240101"
"창원시 마산회원구","6","레포츠/문화/취미","여성","70대이상","12","1677700","20240101"
"창원시 마산회원구","6","서비스","남성","10이하","12","108100","20240101"
"창원시 마산회원구","6","서비스","남성","20대","36","3900000","20240101"
"창원시 마산회원구","6","서비스","남성","30대","96","6479050","20240101"
"창원시 마산회원구","6","서비스","남성","40대","148","12947820","20240101"
"창원시 마산회원구","6","서비스","남성","50대","92","5515810","20240101"
"창원시 마산회원구","6","서비스","남성","60대","25","1768000","20240101"
"창원시 마산회원구","6","서비스","남성","70대이상","3","165600","20240101"
"창원시 마산회원구","6","서비스","여성","10이하","11","39000","20240101"
"창원시 마산회원구","6","서비스","여성","20대","20","100400","20240101"
"창원시 마산회원구","6","서비스","여성","30대","35","2499350","20240101"
"창원시 마산회원구","6","서비스","여성","40대","75","3932230","20240101"
"창원시 마산회원구","6","서비스","여성","50대","44","2970440","20240101"
"창원시 마산회원구","6","서비스","여성","60대","21","1248800","20240101"
"창원시 마산회원구","6","식생활","남성","10이하","468","5337920","20240101"
"창원시 마산회원구","6","식생활","남성","20대","17583","313329917","20240101"
"창원시 마산회원구","6","식생활","남성","30대","13350","264783211","20240101"
"창원시 마산회원구","6","식생활","남성","40대","15733","336466578","20240101"
"창원시 마산회원구","6","식생활","남성","50대","10869","272842515","20240101"
"창원시 마산회원구","6","식생활","남성","60대","3805","105526052","20240101"
"창원시 마산회원구","6","식생활","남성","70대이상","747","22229360","20240101"
"창원시 마산회원구","6","식생활","여성","10이하","480","4097430","20240101"
"창원시 마산회원구","6","식생활","여성","20대","6894","116693260","20240101"
"창원시 마산회원구","6","식생활","여성","30대","9454","149905154","20240101"
"창원시 마산회원구","6","식생활","여성","40대","11762","196914079","20240101"
"창원시 마산회원구","6","식생활","여성","50대","7400","158713958","20240101"
"창원시 마산회원구","6","식생활","여성","60대","2808","66360250","20240101"
"창원시 마산회원구","6","식생활","여성","70대이상","406","11922030","20240101"
"창원시 마산회원구","6","여행","남성","20대","98","3544000","20240101"
"창원시 마산회원구","6","여행","남성","30대","9","320000","20240101"
"창원시 마산회원구","6","여행","남성","40대","10","395000","20240101"
"창원시 마산회원구","6","여행","남성","50대","6","595000","20240101"
"창원시 마산회원구","6","여행","여성","20대","7","200000","20240101"
"창원시 마산회원구","6","유통","남성","10이하","2235","7196260","20240101"
"창원시 마산회원구","6","유통","남성","20대","26823","168882892","20240101"
"창원시 마산회원구","6","유통","남성","30대","19610","193378180","20240101"
"창원시 마산회원구","6","유통","남성","40대","20739","271957255","20240101"
"창원시 마산회원구","6","유통","남성","50대","15993","237142039","20240101"
"창원시 마산회원구","6","유통","남성","60대","7119","127763930","20240101"
"창원시 마산회원구","6","유통","남성","70대이상","1668","32538110","20240101"
"창원시 마산회원구","6","유통","여성","10이하","1423","4641290","20240101"
"창원시 마산회원구","6","유통","여성","20대","7223","52050960","20240101"
"창원시 마산회원구","6","유통","여성","30대","9247","108307530","20240101"
"창원시 마산회원구","6","유통","여성","40대","11746","172808912","20240101"
