"시군구명","월","분류","유입지","매출건수","매출금액합계","데이터기준일"
"창원시 성산구","11","자동차","경남","29342","1247648309","20240101"
"창원시 성산구","11","자동차","경북","22","198343","20240101"
"창원시 성산구","11","자동차","대구","28","765875","20240101"
"창원시 성산구","11","자동차","부산","654","34380418","20240101"
"창원시 성산구","11","자동차","서울","12","356316","20240101"
"창원시 성산구","11","자동차","울산","12","39150","20240101"
"창원시 성산구","11","주거생활","경남","140","4230670","20240101"
"창원시 성산구","11","주거생활","인천","4","6800","20240101"
"창원시 성산구","11","주거생활","전남","3","26000","20240101"
"창원시 성산구","12","교육","경기","6","79400","20240101"
"창원시 성산구","12","교육","경남","8450","637993750","20240101"
"창원시 성산구","12","교육","경북","10","134350","20240101"
"창원시 성산구","12","교육","대구","10","165600","20240101"
"창원시 성산구","12","교육","부산","25","416450","20240101"
"창원시 성산구","12","교육","서울","17","182950","20240101"
"창원시 성산구","12","교육","울산","7","78500","20240101"
"창원시 성산구","12","교육","충북","3","33500","20240101"
"창원시 성산구","12","기타","강원","14","129050","20240101"
"창원시 성산구","12","기타","경기","16","251300","20240101"
"창원시 성산구","12","기타","경남","14094","306354119","20240101"
"창원시 성산구","12","기타","경북","108","1782780","20240101"
"창원시 성산구","12","기타","대구","54","515650","20240101"
"창원시 성산구","12","기타","대전","9","278500","20240101"
"창원시 성산구","12","기타","부산","3292","68973680","20240101"
"창원시 성산구","12","기타","서울","6","118600","20240101"
"창원시 성산구","12","기타","울산","194","2877450","20240101"
"창원시 성산구","12","기타","전남","43","698170","20240101"
"창원시 성산구","12","기타","충남","9","93200","20240101"
"창원시 성산구","12","기타","충북","3","21900","20240101"
"창원시 성산구","12","내구재","강원","3","10900","20240101"
"창원시 성산구","12","내구재","경기","3","3560","20240101"
"창원시 성산구","12","내구재","경남","849","58270375","20240101"
"창원시 성산구","12","내구재","대구","3","9500","20240101"
"창원시 성산구","12","내구재","울산","14","15080","20240101"
"창원시 성산구","12","내구재","전남","3","10500","20240101"
"창원시 성산구","12","레포츠/문화/취미","강원","54","267600","20240101"
"창원시 성산구","12","레포츠/문화/취미","경기","298","1753800","20240101"
"창원시 성산구","12","레포츠/문화/취미","경남","25558","398611041","20240101"
"창원시 성산구","12","레포츠/문화/취미","경북","82","516400","20240101"
"창원시 성산구","12","레포츠/문화/취미","광주","13","60300","20240101"
"창원시 성산구","12","레포츠/문화/취미","대구","83","338700","20240101"
"창원시 성산구","12","레포츠/문화/취미","대전","36","123000","20240101"
"창원시 성산구","12","레포츠/문화/취미","부산","460","3046100","20240101"
"창원시 성산구","12","레포츠/문화/취미","서울","218","1574500","20240101"
"창원시 성산구","12","레포츠/문화/취미","세종","12","100400","20240101"
"창원시 성산구","12","레포츠/문화/취미","울산","68","264000","20240101"
"창원시 성산구","12","레포츠/문화/취미","인천","47","268830","20240101"
"창원시 성산구","12","레포츠/문화/취미","전남","25","149300","20240101"
"창원시 성산구","12","레포츠/문화/취미","전북","24","217200","20240101"
"창원시 성산구","12","레포츠/문화/취미","제주","19","79900","20240101"
"창원시 성산구","12","레포츠/문화/취미","충남","13","78500","20240101"
"창원시 성산구","12","레포츠/문화/취미","충북","27","165300","20240101"
"창원시 성산구","12","서비스","강원","20","134900","20240101"
"창원시 성산구","12","서비스","경기","156","933300","20240101"
"창원시 성산구","12","서비스","경남","6202","156403338","20240101"
"창원시 성산구","12","서비스","경북","52","222100","20240101"
"창원시 성산구","12","서비스","광주","16","106900","20240101"
"창원시 성산구","12","서비스","대구","18","64100","20240101"
"창원시 성산구","12","서비스","대전","26","122000","20240101"
"창원시 성산구","12","서비스","부산","137","616100","20240101"
"창원시 성산구","12","서비스","서울","3204","167504699","20240101"
"창원시 성산구","12","서비스","울산","573","1413400","20240101"
"창원시 성산구","12","서비스","인천","41","226000","20240101"
"창원시 성산구","12","서비스","전남","10","51500","20240101"
"창원시 성산구","12","서비스","전북","8","45000","20240101"
"창원시 성산구","12","서비스","제주","82","129500","20240101"
"창원시 성산구","12","서비스","충남","13","55500","20240101"
"창원시 성산구","12","서비스","충북","15","17000","20240101"
"창원시 성산구","12","식생활","강원","44","1570000","20240101"
"창원시 성산구","12","식생활","경기","627","26503610","20240101"
"창원시 성산구","12","식생활","경남","216413","5990466288","20240101"
"창원시 성산구","12","식생활","경북","206","7496540","20240101"
"창원시 성산구","12","식생활","광주","27","639400","20240101"
"창원시 성산구","12","식생활","대구","440","17652850","20240101"
"창원시 성산구","12","식생활","대전","82","3482260","20240101"
"창원시 성산구","12","식생활","부산","4714","160865293","20240101"
"창원시 성산구","12","식생활","서울","1000","56362620","20240101"
"창원시 성산구","12","식생활","세종","15","804350","20240101"
"창원시 성산구","12","식생활","울산","220","12010230","20240101"
"창원시 성산구","12","식생활","인천","178","6086500","20240101"
"창원시 성산구","12","식생활","전남","30","914600","20240101"
"창원시 성산구","12","식생활","전북","40","1360500","20240101"
"창원시 성산구","12","식생활","제주","12","496600","20240101"
"창원시 성산구","12","식생활","충남","69","3059300","20240101"
"창원시 성산구","12","식생활","충북","13","912700","20240101"
"창원시 성산구","12","여행","경기","16","1221000","20240101"
"창원시 성산구","12","여행","경남","583","29459380","20240101"
"창원시 성산구","12","여행","경북","4","300000","20240101"
"창원시 성산구","12","여행","대구","3","360000","20240101"
"창원시 성산구","12","여행","대전","9","845000","20240101"
"창원시 성산구","12","여행","부산","19","220400","20240101"
"창원시 성산구","12","여행","서울","11","1054000","20240101"
"창원시 성산구","12","여행","세종","3","165000","20240101"
"창원시 성산구","12","여행","인천","6","958600","20240101"
"창원시 성산구","12","여행","충남","3","235000","20240101"
"창원시 성산구","12","여행","충북","3","210000","20240101"
"창원시 성산구","12","유통","강원","94","4032010","20240101"
"창원시 성산구","12","유통","경기","1385","21455100","20240101"
"창원시 성산구","12","유통","경남","238199","5206287084","20240101"
"창원시 성산구","12","유통","경북","624","8491620","20240101"
"창원시 성산구","12","유통","광주","68","1088350","20240101"
"창원시 성산구","12","유통","대구","891","14561370","20240101"
"창원시 성산구","12","유통","대전","319","4890810","20240101"
"창원시 성산구","12","유통","부산","6707","99082604","20240101"
"창원시 성산구","12","유통","서울","1513","27525230","20240101"
"창원시 성산구","12","유통","세종","58","1710430","20240101"
"창원시 성산구","12","유통","울산","451","5147710","20240101"
"창원시 성산구","12","유통","인천","655","9710430","20240101"
"창원시 성산구","12","유통","전남","254","6065100","20240101"
"창원시 성산구","12","유통","전북","287","3308560","20240101"
"창원시 성산구","12","유통","제주","33","1252710","20240101"
"창원시 성산구","12","유통","충남","125","3779930","20240101"
"창원시 성산구","12","유통","충북","99","2631040","20240101"
"창원시 성산구","12","유흥","경기","17","3760000","20240101"
"창원시 성산구","12","유흥","경남","4188","395880902","20240101"
"창원시 성산구","12","유흥","경북","6","352500","20240101"
"창원시 성산구","12","유흥","대구","9","273400","20240101"
"창원시 성산구","12","유흥","부산","31","4530900","20240101"
"창원시 성산구","12","유흥","서울","16","1903000","20240101"
"창원시 성산구","12","유흥","울산","7","626200","20240101"
"창원시 성산구","12","의료/미용","경기","47","2187030","20240101"
"창원시 성산구","12","의료/미용","경남","70941","3566931881","20240101"
"창원시 성산구","12","의료/미용","경북","25","751500","20240101"
"창원시 성산구","12","의료/미용","광주","6","75300","20240101"
"창원시 성산구","12","의료/미용","대구","22","396710","20240101"
"창원시 성산구","12","의료/미용","대전","13","630400","20240101"
"창원시 성산구","12","의료/미용","부산","276","22028390","20240101"
"창원시 성산구","12","의료/미용","서울","55","889490","20240101"
"창원시 성산구","12","의료/미용","세종","3","1106620","20240101"
"창원시 성산구","12","의료/미용","울산","12","170500","20240101"
"창원시 성산구","12","의료/미용","전남","11","1015240","20240101"
"창원시 성산구","12","의료/미용","전북","3","644490","20240101"
"창원시 성산구","12","의료/미용","제주","6","288870","20240101"
"창원시 성산구","12","의료/미용","충남","3","38600","20240101"
"창원시 성산구","12","의생활","경남","4481","273139781","20240101"
"창원시 성산구","12","의생활","부산","10","335600","20240101"
"창원시 성산구","12","의생활","서울","3","16300","20240101"
"창원시 성산구","12","의생활","울산","6","114700","20240101"
"창원시 성산구","12","자동차","경기","19","2342367","20240101"
"창원시 성산구","12","자동차","경남","31367","1284040090","20240101"
"창원시 성산구","12","자동차","경북","10","176500","20240101"
"창원시 성산구","12","자동차","대구","21","282900","20240101"
"창원시 성산구","12","자동차","대전","3","141000","20240101"
"창원시 성산구","12","자동차","부산","551","27568618","20240101"
"창원시 성산구","12","자동차","서울","6","188000","20240101"
"창원시 성산구","12","자동차","울산","3","9500","20240101"
"창원시 성산구","12","자동차","인천","10","648800","20240101"
"창원시 성산구","12","자동차","전남","6","105300","20240101"
"창원시 성산구","12","주거생활","경기","12","634600","20240101"
"창원시 성산구","12","주거생활","경남","121","4066310","20240101"
"창원시 성산구","12","주거생활","부산","3","154550","20240101"
"창원시 마산합포구","1","교육","경기","3","42700","20240101"
"창원시 마산합포구","1","교육","경남","3230","168645320","20240101"
"창원시 마산합포구","1","교육","대구","11","281000","20240101"
"창원시 마산합포구","1","교육","부산","3","13800","20240101"
"창원시 마산합포구","1","교육","세종","3","19600","20240101"
"창원시 마산합포구","1","교육","전남","4","50200","20240101"
"창원시 마산합포구","1","교육","충북","4","64500","20240101"
"창원시 마산합포구","1","기타","경남","820","86248875","20240101"
"창원시 마산합포구","1","기타","서울","150","7042344","20240101"
"창원시 마산합포구","1","기타","충남","4","845840","20240101"
"창원시 마산합포구","1","내구재","강원","3","1620","20240101"
"창원시 마산합포구","1","내구재","경기","6","1380","20240101"
"창원시 마산합포구","1","내구재","경남","1576","32004570","20240101"
"창원시 마산합포구","1","내구재","경북","9","2940","20240101"
"창원시 마산합포구","1","내구재","부산","128","54490","20240101"
"창원시 마산합포구","1","내구재","서울","32","26940","20240101"
"창원시 마산합포구","1","내구재","울산","19","9240","20240101"
"창원시 마산합포구","1","내구재","전북","40","2700","20240101"
"창원시 마산합포구","1","내구재","충남","15","6480","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","경기","101","587300","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","경남","10755","148343002","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","경북","42","238200","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","광주","3","11800","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","대구","42","316400","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","대전","14","77900","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","부산","187","991800","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","서울","97","394700","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","세종","5","19300","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","울산","84","393000","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","인천","32","194400","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","전남","15","113500","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","전북","6","25000","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","제주","3","11500","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","충남","10","33700","20240101"
"창원시 마산합포구","1","레포츠/문화/취미","충북","15","73300","20240101"
"창원시 마산합포구","1","서비스","강원","10","61260","20240101"
"창원시 마산합포구","1","서비스","경기","26","179400","20240101"
"창원시 마산합포구","1","서비스","경남","4399","52043870","20240101"
"창원시 마산합포구","1","서비스","경북","27","205080","20240101"
"창원시 마산합포구","1","서비스","대구","9","88400","20240101"
"창원시 마산합포구","1","서비스","대전","3","28800","20240101"
"창원시 마산합포구","1","서비스","부산","117","903140","20240101"
"창원시 마산합포구","1","서비스","서울","32","86660","20240101"
"창원시 마산합포구","1","서비스","울산","15","100760","20240101"
"창원시 마산합포구","1","서비스","인천","6","50900","20240101"
"창원시 마산합포구","1","서비스","전남","11","57340","20240101"
"창원시 마산합포구","1","서비스","제주","22","44700","20240101"
"창원시 마산합포구","1","식생활","강원","6","20100","20240101"
"창원시 마산합포구","1","식생활","경기","193","7396850","20240101"
"창원시 마산합포구","1","식생활","경남","97152","2882586051","20240101"
"창원시 마산합포구","1","식생활","경북","36","1456600","20240101"
"창원시 마산합포구","1","식생활","광주","7","4500","20240101"
"창원시 마산합포구","1","식생활","대구","210","10881270","20240101"
"창원시 마산합포구","1","식생활","대전","15","235100","20240101"
"창원시 마산합포구","1","식생활","부산","726","25266730","20240101"
"창원시 마산합포구","1","식생활","서울","216","15230450","20240101"
"창원시 마산합포구","1","식생활","세종","7","158530","20240101"
"창원시 마산합포구","1","식생활","울산","43","1283590","20240101"
"창원시 마산합포구","1","식생활","인천","27","842900","20240101"
"창원시 마산합포구","1","식생활","전남","17","347400","20240101"
"창원시 마산합포구","1","식생활","제주","11","189830","20240101"
"창원시 마산합포구","1","식생활","충남","21","374100","20240101"
"창원시 마산합포구","1","식생활","충북","3","53100","20240101"
"창원시 마산합포구","1","여행","경남","269","12628700","20240101"
"창원시 마산합포구","1","여행","대구","12","339500","20240101"
"창원시 마산합포구","1","여행","부산","14","43400","20240101"
"창원시 마산합포구","1","여행","서울","3","742000","20240101"
"창원시 마산합포구","1","여행","울산","7","103000","20240101"
"창원시 마산합포구","1","유통","강원","14","112250","20240101"
"창원시 마산합포구","1","유통","경기","471","13801710","20240101"
"창원시 마산합포구","1","유통","경남","121452","2625060216","20240101"
"창원시 마산합포구","1","유통","경북","166","2329100","20240101"
"창원시 마산합포구","1","유통","광주","6","347900","20240101"
"창원시 마산합포구","1","유통","대구","187","4021370","20240101"
"창원시 마산합포구","1","유통","대전","29","352010","20240101"
"창원시 마산합포구","1","유통","부산","1254","19123010","20240101"
"창원시 마산합포구","1","유통","서울","556","13481720","20240101"
"창원시 마산합포구","1","유통","세종","17","108330","20240101"
"창원시 마산합포구","1","유통","울산","206","1616130","20240101"
"창원시 마산합포구","1","유통","인천","85","1054340","20240101"
"창원시 마산합포구","1","유통","전남","65","368720","20240101"
"창원시 마산합포구","1","유통","전북","10","153950","20240101"
"창원시 마산합포구","1","유통","제주","80","1841280","20240101"
"창원시 마산합포구","1","유통","충남","34","1378980","20240101"
"창원시 마산합포구","1","유통","충북","17","149850","20240101"
"창원시 마산합포구","1","유흥","경남","2283","165176004","20240101"
"창원시 마산합포구","1","유흥","대구","3","125900","20240101"
"창원시 마산합포구","1","유흥","전북","3","285000","20240101"
"창원시 마산합포구","1","유흥","충남","3","120000","20240101"
"창원시 마산합포구","1","의료/미용","강원","3","30400","20240101"
"창원시 마산합포구","1","의료/미용","경기","10","1059300","20240101"
"창원시 마산합포구","1","의료/미용","경남","29745","1085601918","20240101"
"창원시 마산합포구","1","의료/미용","경북","9","446710","20240101"
"창원시 마산합포구","1","의료/미용","대구","3","400000","20240101"
"창원시 마산합포구","1","의료/미용","대전","3","27800","20240101"
"창원시 마산합포구","1","의료/미용","부산","36","1900980","20240101"
"창원시 마산합포구","1","의료/미용","서울","19","202000","20240101"
"창원시 마산합포구","1","의료/미용","전남","9","564810","20240101"
"창원시 마산합포구","1","의생활","경남","1251","92580550","20240101"
"창원시 마산합포구","1","의생활","서울","9","4773000","20240101"
"창원시 마산합포구","1","의생활","충남","3","1018000","20240101"
"창원시 마산합포구","1","자동차","경기","12","23000","20240101"
"창원시 마산합포구","1","자동차","경남","20476","885570758","20240101"
"창원시 마산합포구","1","자동차","대구","33","46750","20240101"
"창원시 마산합포구","1","자동차","부산","73","1977535","20240101"
"창원시 마산합포구","1","자동차","서울","6","133000","20240101"
"창원시 마산합포구","1","자동차","울산","6","6350","20240101"
"창원시 마산합포구","1","자동차","인천","6","123900","20240101"
"창원시 마산합포구","1","자동차","전남","3","4800","20240101"
"창원시 마산합포구","1","주거생활","경남","237","9271248","20240101"
"창원시 마산합포구","1","주거생활","경북","3","63600","20240101"
"창원시 마산합포구","1","주거생활","부산","6","121500","20240101"
"창원시 마산합포구","1","주거생활","전남","3","82500","20240101"
"창원시 마산합포구","2","교육","경기","3","59500","20240101"
"창원시 마산합포구","2","교육","경남","3197","192577453","20240101"
"창원시 마산합포구","2","교육","대구","9","226000","20240101"
"창원시 마산합포구","2","기타","경남","787","65561813","20240101"
"창원시 마산합포구","2","기타","부산","4","626450","20240101"
"창원시 마산합포구","2","기타","서울","206","10782466","20240101"
"창원시 마산합포구","2","내구재","경남","1121","30178110","20240101"
"창원시 마산합포구","2","내구재","경북","6","600","20240101"
"창원시 마산합포구","2","내구재","대구","8","560","20240101"
"창원시 마산합포구","2","내구재","부산","113","282080","20240101"
"창원시 마산합포구","2","내구재","서울","11","357720","20240101"
"창원시 마산합포구","2","내구재","전북","13","780","20240101"
"창원시 마산합포구","2","내구재","충남","5","390","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","강원","3","8000","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","경기","23","84300","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","경남","8991","131915280","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","경북","66","337200","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","대구","56","437400","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","대전","17","67300","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","부산","198","1273800","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","서울","26","302500","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","울산","90","319900","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","인천","21","144900","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","전남","27","127300","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","전북","18","175000","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","제주","14","125100","20240101"
"창원시 마산합포구","2","레포츠/문화/취미","충북","9","36800","20240101"
"창원시 마산합포구","2","서비스","강원","23","206040","20240101"
"창원시 마산합포구","2","서비스","경기","14","155900","20240101"
"창원시 마산합포구","2","서비스","경남","4445","56097470","20240101"
"창원시 마산합포구","2","서비스","경북","37","299160","20240101"
"창원시 마산합포구","2","서비스","광주","4","35700","20240101"
"창원시 마산합포구","2","서비스","대구","36","335140","20240101"
"창원시 마산합포구","2","서비스","부산","370","4030370","20240101"
"창원시 마산합포구","2","서비스","서울","6","88700","20240101"
"창원시 마산합포구","2","서비스","세종","3","46000","20240101"
"창원시 마산합포구","2","서비스","울산","41","292860","20240101"
"창원시 마산합포구","2","서비스","전남","56","657900","20240101"
"창원시 마산합포구","2","서비스","전북","16","101500","20240101"
"창원시 마산합포구","2","서비스","제주","18","36800","20240101"
"창원시 마산합포구","2","서비스","충남","7","3100","20240101"
"창원시 마산합포구","2","서비스","충북","17","112040","20240101"
"창원시 마산합포구","2","식생활","강원","3","124300","20240101"
"창원시 마산합포구","2","식생활","경기","129","3128200","20240101"
"창원시 마산합포구","2","식생활","경남","92361","2520496663","20240101"
"창원시 마산합포구","2","식생활","경북","34","700000","20240101"
"창원시 마산합포구","2","식생활","광주","12","64000","20240101"
"창원시 마산합포구","2","식생활","대구","152","7754829","20240101"
"창원시 마산합포구","2","식생활","대전","3","155000","20240101"
"창원시 마산합포구","2","식생활","부산","726","22261848","20240101"
"창원시 마산합포구","2","식생활","서울","125","13670800","20240101"
"창원시 마산합포구","2","식생활","울산","63","1280760","20240101"
"창원시 마산합포구","2","식생활","인천","34","1107100","20240101"
"창원시 마산합포구","2","식생활","전남","6","45800","20240101"
"창원시 마산합포구","2","식생활","전북","6","89800","20240101"
"창원시 마산합포구","2","식생활","제주","28","316500","20240101"
"창원시 마산합포구","2","식생활","충남","7","245300","20240101"
"창원시 마산합포구","2","여행","경기","6","352000","20240101"
"창원시 마산합포구","2","여행","경남","176","8796500","20240101"
"창원시 마산합포구","2","여행","대구","9","35000","20240101"
"창원시 마산합포구","2","여행","부산","9","60500","20240101"
"창원시 마산합포구","2","여행","울산","3","9500","20240101"
"창원시 마산합포구","2","유통","강원","39","535450","20240101"
"창원시 마산합포구","2","유통","경기","257","4881260","20240101"
"창원시 마산합포구","2","유통","경남","112999","2179512254","20240101"
"창원시 마산합포구","2","유통","경북","201","3184040","20240101"
"창원시 마산합포구","2","유통","광주","23","686370","20240101"
"창원시 마산합포구","2","유통","대구","220","2851000","20240101"
"창원시 마산합포구","2","유통","대전","41","1231450","20240101"
"창원시 마산합포구","2","유통","부산","1241","13081960","20240101"
"창원시 마산합포구","2","유통","서울","273","3951800","20240101"
"창원시 마산합포구","2","유통","세종","29","534690","20240101"
"창원시 마산합포구","2","유통","울산","284","2541510","20240101"
"창원시 마산합포구","2","유통","인천","56","1123320","20240101"
"창원시 마산합포구","2","유통","전남","89","1215340","20240101"
"창원시 마산합포구","2","유통","전북","27","184510","20240101"
"창원시 마산합포구","2","유통","제주","123","2532400","20240101"
"창원시 마산합포구","2","유통","충남","12","87180","20240101"
"창원시 마산합포구","2","유통","충북","6","35100","20240101"
"창원시 마산합포구","2","유흥","경남","2196","151999800","20240101"
"창원시 마산합포구","2","유흥","울산","6","19000","20240101"
"창원시 마산합포구","2","의료/미용","경기","12","109800","20240101"
"창원시 마산합포구","2","의료/미용","경남","28073","1064633495","20240101"
"창원시 마산합포구","2","의료/미용","대구","3","26500","20240101"
"창원시 마산합포구","2","의료/미용","대전","3","32900","20240101"
"창원시 마산합포구","2","의료/미용","부산","36","10295115","20240101"
"창원시 마산합포구","2","의료/미용","서울","9","163000","20240101"
"창원시 마산합포구","2","의생활","경남","1201","84768790","20240101"
"창원시 마산합포구","2","의생활","서울","3","124000","20240101"
"창원시 마산합포구","2","자동차","경기","6","10700","20240101"
"창원시 마산합포구","2","자동차","경남","18611","780904432","20240101"
"창원시 마산합포구","2","자동차","경북","9","10000","20240101"
"창원시 마산합포구","2","자동차","대구","46","79900","20240101"
"창원시 마산합포구","2","자동차","대전","3","1800","20240101"
"창원시 마산합포구","2","자동차","부산","65","2105147","20240101"
"창원시 마산합포구","2","자동차","울산","7","182000","20240101"
"창원시 마산합포구","2","자동차","전남","6","212500","20240101"
"창원시 마산합포구","2","주거생활","경기","3","97000","20240101"
"창원시 마산합포구","2","주거생활","경남","325","15450746","20240101"
"창원시 마산합포구","2","주거생활","부산","6","147400","20240101"
"창원시 마산합포구","2","주거생활","인천","3","149370","20240101"
"창원시 마산합포구","2","주거생활","전남","3","216700","20240101"
"창원시 마산합포구","3","교육","경남","4682","230075936","20240101"
"창원시 마산합포구","3","교육","경북","3","70000","20240101"
"창원시 마산합포구","3","교육","대구","4","126000","20240101"
"창원시 마산합포구","3","교육","세종","3","96500","20240101"
"창원시 마산합포구","3","교육","울산","7","77550","20240101"
"창원시 마산합포구","3","교육","전남","4","31900","20240101"
"창원시 마산합포구","3","기타","경남","893","55890131","20240101"
"창원시 마산합포구","3","기타","서울","111","4729506","20240101"
"창원시 마산합포구","3","내구재","강원","4","160","20240101"
"창원시 마산합포구","3","내구재","경기","3","2150","20240101"
"창원시 마산합포구","3","내구재","경남","1815","27831270","20240101"
"창원시 마산합포구","3","내구재","경북","32","2600","20240101"
"창원시 마산합포구","3","내구재","부산","101","59450","20240101"
"창원시 마산합포구","3","내구재","서울","3","99000","20240101"
"창원시 마산합포구","3","내구재","세종","4","960","20240101"
"창원시 마산합포구","3","내구재","울산","11","1670","20240101"
"창원시 마산합포구","3","내구재","전북","8","480","20240101"
"창원시 마산합포구","3","내구재","충남","3","900","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","강원","5","9000","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","경기","81","419600","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","경남","12024","225920170","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","경북","282","1190900","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","광주","6","22500","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","대구","62","955300","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","대전","6","30000","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","부산","360","2927200","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","서울","75","1698300","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","울산","145","981800","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","인천","25","88500","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","전남","93","462600","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","전북","23","69500","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","제주","7","98500","20240101"
"창원시 마산합포구","3","레포츠/문화/취미","충북","3","18000","20240101"
"창원시 마산합포구","3","서비스","강원","16","121560","20240101"
"창원시 마산합포구","3","서비스","경기","19","152520","20240101"
"창원시 마산합포구","3","서비스","경남","6455","90652810","20240101"
"창원시 마산합포구","3","서비스","경북","45","457200","20240101"
"창원시 마산합포구","3","서비스","광주","9","91300","20240101"
"창원시 마산합포구","3","서비스","대구","68","708600","20240101"
"창원시 마산합포구","3","서비스","대전","15","29030","20240101"
"창원시 마산합포구","3","서비스","부산","513","5565760","20240101"
"창원시 마산합포구","3","서비스","서울","12","266550","20240101"
"창원시 마산합포구","3","서비스","울산","52","297830","20240101"
"창원시 마산합포구","3","서비스","인천","3","48000","20240101"
"창원시 마산합포구","3","서비스","전남","95","1141700","20240101"
"창원시 마산합포구","3","서비스","전북","4","2580","20240101"
"창원시 마산합포구","3","서비스","제주","3","1620","20240101"
"창원시 마산합포구","3","서비스","충북","9","14090","20240101"
"창원시 마산합포구","3","식생활","강원","9","159400","20240101"
"창원시 마산합포구","3","식생활","경기","162","5675460","20240101"
"창원시 마산합포구","3","식생활","경남","110850","2886512858","20240101"
"창원시 마산합포구","3","식생활","경북","184","14906270","20240101"
"창원시 마산합포구","3","식생활","광주","10","101800","20240101"
"창원시 마산합포구","3","식생활","대구","220","11020300","20240101"
"창원시 마산합포구","3","식생활","대전","17","473890","20240101"
"창원시 마산합포구","3","식생활","부산","940","31378792","20240101"
"창원시 마산합포구","3","식생활","서울","239","14577567","20240101"
"창원시 마산합포구","3","식생활","세종","9","246820","20240101"
"창원시 마산합포구","3","식생활","울산","122","3105660","20240101"
"창원시 마산합포구","3","식생활","인천","18","1119100","20240101"
"창원시 마산합포구","3","식생활","전남","24","293200","20240101"
"창원시 마산합포구","3","식생활","전북","3","176000","20240101"
"창원시 마산합포구","3","식생활","제주","38","398200","20240101"
"창원시 마산합포구","3","식생활","충남","12","617360","20240101"
"창원시 마산합포구","3","식생활","충북","5","12000","20240101"
"창원시 마산합포구","3","여행","경기","12","522000","20240101"
"창원시 마산합포구","3","여행","경남","157","8073300","20240101"
"창원시 마산합포구","3","여행","경북","3","53000","20240101"
"창원시 마산합포구","3","여행","대구","3","100000","20240101"
"창원시 마산합포구","3","여행","부산","6","271000","20240101"
"창원시 마산합포구","3","여행","서울","10","770000","20240101"
"창원시 마산합포구","3","여행","충북","3","180000","20240101"
"창원시 마산합포구","3","유통","강원","105","1175670","20240101"
"창원시 마산합포구","3","유통","경기","527","7064790","20240101"
"창원시 마산합포구","3","유통","경남","140141","2523700409","20240101"
"창원시 마산합포구","3","유통","경북","682","5627530","20240101"
"창원시 마산합포구","3","유통","광주","41","233020","20240101"
"창원시 마산합포구","3","유통","대구","387","4336830","20240101"
"창원시 마산합포구","3","유통","대전","112","605020","20240101"
"창원시 마산합포구","3","유통","부산","2306","19703700","20240101"
"창원시 마산합포구","3","유통","서울","373","5746730","20240101"
"창원시 마산합포구","3","유통","세종","31","400280","20240101"
"창원시 마산합포구","3","유통","울산","876","5888770","20240101"
"창원시 마산합포구","3","유통","인천","76","678430","20240101"
"창원시 마산합포구","3","유통","전남","337","1747720","20240101"
"창원시 마산합포구","3","유통","전북","39","508480","20240101"
"창원시 마산합포구","3","유통","제주","166","3033920","20240101"
"창원시 마산합포구","3","유통","충남","22","223790","20240101"
"창원시 마산합포구","3","유통","충북","21","382950","20240101"
"창원시 마산합포구","3","유흥","경기","3","9000","20240101"
